target,text
0,Hey @officialtila i have the chance 2 come out 2 LA...but i cant   (I LOVE TILA TEQUILA @OfficialTila live &gt; http://ustre.am/3v2f)
0,"Weirdly happy for rain. writing briefs &amp; shooting schedules all day plus a large dose of motion graphics later. Wait, now it's sunny"
1,@_Anshul oh! Your 1st anniversary?? Hurrah! Congratulations! Have fun  where do u want to go on holidays?
1,"@theboomtube haha, ditto-almost. thing is i live a Bit away from norwhich..."
0,Ill miss everyone i promise!
0,@stanup I'd heard it was going to be good next week Stan - excellent news!  Mighty black right now.
1,goodmorning
0,"@Aga83 Last year he was awesome, good car. Its really just a pity that he has ended up with a dog of a car"
0,"@myrandakae oh we were sssssssssew busy last night. AND my phone broke  and i aint throwin nuthin but love atcha, babe ;)"
0,@blucu so u aren't going to be in Chicago
0,@NickyDiamonds you gonna be sore for days...thats the only thing that sucks
1,http://twitpic.com/3m0by - From my new phone. That lostprophets poster in the back hs been drawn all over
1,The dance was soooooo much fun last night! I loved the theme! It was like old school hollywood glamour. Very fun!
0,so much for the sun  yet another rainy Ottawa day
0,over half the day is gone and I am so tired! insomnia is back..
0,Wow chaneles nephew passed away yesterday.. He was part of a drive by and got shot 6 times for no reason. And she still came to work..
1,@LisaKLong don't we all!!  -- I'll drink to that!
1,2 days left. The open road awaits.
1,Going to my brother's graduation ceremony today! Congrats to all the 2009 Graduates!
0,@ELLEohhELLExxx my concert is like one of the last so its going to be sooo hard for me not to watch videos of the concert..
0,takin online class for my work..
0,anyone want to come to Starbucks on Precinct Line Road and 26 and buy me a parfait and a juice...left my wallet home...sad times!!!
0,"So the people who live above me only seem to need 6 hrs sleep, which is great for them but not for me when they are bloody noisey buggers"
0,Work was OK. Worried about boss not liking me doing the dolls. I am allowed to have two jobs? Also another girl I work with was nasty.
1,"@sparksthetoby Hey Toby we miss you in France, hope we shall see you again very soon ! Love you   you ROCK guys !"
1,"@grumpybybirth yeah, as you can see I'm right back in here...can't stay away! haha. Really, just checking in"
1,just got back from Pi Phi formal!!! Pure Amazingness!!!
0,Some a-hole got ahold of my card number and bought some stuff at best buy
0,Sick of fighting...
1,@ToreSagen You go girl!
0,@Haveyoumetamy i made a twitter mistake  i tempted fate! haha
1,"No probs, u asked to be retweeted , I am happy to oblige"
0,Like the sun you brighten my day. If only u felt the scene man i actually love you man  XXXXX
0,@ebassman Right here! Army Wife in Germany! I can't STAND that I cannot be there this summer!
1,http://bit.ly/fY7R0  how funny
0,@CMarzi84 thanks #followfriday #sickfriday
0,Going to the dentist today.....im so scared! im a big girl tho...sometimes
1,@Cosmia yay!!! That's awesome! Congrats to her.
1,Everybody wake up and goodmorning tweets
0,Today is Karina's last day of school  I have known her for 2 years and now she is a &quot;big&quot; girl and is going 2 kindergarten. I'll miss her.
0,"good morning! stepped out and in that exact moment a huge cloud obscured the sun, so I had to go in again"
0,is finished everything he has to do for right now....i think. Up in 3 hours; not much sleep tonight.
1,"@_Flik_ Awww you not feeling good today? I have to pop out for some milk, but I will make you some coffee when I get back. Or beer."
0,emo nemo day. i hate going back to school
0,ENGLISH HOMEWORK.  booo.
1,busy dayyyyyy...just leavin sony pictures and off to disney Luv LA  Thankies for the msgs every1
0,"Just discovered International Fetal Alcohol Awareness Day.  Now I am sad   Preggers ladies, please don't drink."
1,@theknickermafia  Did you share a tent?
1,@tikidiva_3 if you like 2 laugh..have a good time..follow me..its just that simple
0,finance is tricky as.
0,i left my ipod at home today  the only cd i have is who are you now? looks like i'm listening to tprov all day. like that's something new
0,@iwritegood jealous.  wanted to go! lost motivation.
1,@BriannaRe lol you know what? Suck Jayk's big toe.
1,Hoping this week goes quickly
1,@RainbowSoulPoet Nothing girl...Tryin 2 get off on the right foot on this Lovely Monday
0,Im not feeling myself atm
1,Happy mothers day! Be good to your momma's!
1,@fipz i know it is stepford wives. I do live on st mary's island. I quite like that kind of thing!
1,"@ooliveros well, that seems to be a very good birthday gift for you"
1,@calebFTSK i just got back from churchh
0,@AliciaAb8 sorry sweetie it is Monday all day...
0,"@Jess_Arias I'm so jealous! We tried to go see it tonight, but we missed all the last showings"
1,just had cheese on toast with ham (: about to get ready to go to LONDON!
1,"finally bought all the supplies for the deck!  This weekend, it will finally be done!  Who wants to help?"
0,@Tightwadhill27 thats gay im sorry ya im having a blast but im missing you and laney  but hopefully you will be back on  monday and we can
0,Half of me is gone!! Again!!  I don't like this.
0,"@teesed Aww, poor little guy."
1,"@sparktography Kirby enjoys that, too."
0,Life sucks. I'm back at home after being dragged from camp to do some gay sounds engineering thing tomorrow  Brother my brother. RIP Luke
0,@oceanUP Ugh gross
0,@jennifermeechan Yeahh me too it really sucks
0,preparing for recitals!!! and exams!!
0,Working on WWF banners now. Was very upset when I figured out that WWF was some panda stuff and not World Wrestling Federation
0,@redflamerose i had to cancel my final solo show at tafe  there are builders next door bashing things and my head is imploding
1,"@TemujinScott I just have a lot on my tiny little mind is all  I'll be fine. sometimes crying is therapeutic, u know?"
0,Sitting in terminal d! Dont want klara to leave!  this will be very emotional.
0,has to go to work at 1 on a beautiful day like this and finishes at 6 baisically see's no day time  bloody coles
0,Bad pins and needles
1,is loving sunshine driving; even washed the motor
1,"@Matterbox sparklers, glitter, condoms, chocolate, mini vodka, badges, magazine, crisps, mini wind up toy &amp; #discount voucher 4 dinner"
1,aoow sorry is @uhshalala now.. Hi theere!!
1,just had breakfast.. uh sated..
0,"i love it here... i feel like home really isn't home, without my husband there. back to ohio in the morning, unfortunatly"
0,"Struggling with tools chosen by someone else for the teams.  Teams not in agreement about usage - some like it, some don't"
0,I want to see so many people with so little time
1,"@flippsstar i've been thinking about the whole boot thing, it's not really gay lol try it"
0,has spent the past 6 hours in a state of *stark terror* due to a misidentified piece of rope
1,@BiggTim Yeah no i think it's just from not sleeping enough. I dunno. Is that your kid in the picture? Cute
0,@thatrabbitgirl Sorry if we didn't help any up at circ.
1,Strawberried Peanut Butter M&amp;Ms are yummy
1,havent been on all day..sup tweethearts
1,@Medi_Ready Not just any triscuitï¿½ Roasted tomato and olive oil triscuits
1,@nishiellet whenever i get bored ill sleep..  i been doing that alot since school been out i need to stop..
0,"kinda bummed today.  and feeling slightly up in the air about certain things,  i just need  a nice boy  xx"
0,that sucks lol
0,@h ewww  I don't even like wearing sandals in London
1,"@risedogan thank u,don't know!"
1,PPL! DON'T FORGET TO CHK OUT @JEMSTARMUSIC !!  FOLLOW HIM!! ;)
0,@RizzIUP why didn't you sell it to me?!?
1,is 5am #BootCamp2.0 -- Join Me:  www.MyBootCampChallenge.com -- you only need 20 minutes n I believe ur day will be better b/c u did!
0,feels sick again and getting a wore head
0,had a rough night....baby M has a cold
0,"planned to sleep til noon today,instead i'm up at 9. My body no longer accepts sleep"
1,â« Thank you all for the kind #ff shout out!  Hunt u later ;) Let's tweet in public! (Kelis - In Public) â« http://blip.fm/~7qd7k
1,@HeatherWirtz We miss ya here in ohio! come back whenever you want  feel free to stay forever!!
1,@clicktokill Is it on TouchFLO? Most HTC phones have that interface.
0,I've had a headache for 3 days straight went to the doc and I am dehydrated  drinking lottttts of water now!
0,"Bored,guess I'll have to talk to myself."
1,@brettmirl you going to the game today? Enjoy if you are. I'm up in Dublin so will only be there in spirit. C'mon the cats!!!
0,can feel a sore throat starting
1,"The storm's passing. I'm so tired, but my soul is excited. It was terrifying yet awful.  ..trying to get back to sleep."
1,Enjoying the finer things in life
0,"Went to Stop &amp; Shop for much needed coffee, breakfast/lunch items and cat food - Looked for http://cakewrecks.blogspot.com/ - found none."
1,"@aTexasAttitude  Been doing alright! Surprised I remember as much as I do, which makes it easier!  So far so good!"
0,aiiiiiii. hate modern history irp.
0,Why can't I update my iPhone yet!!!  I've been counting down to this day for so long now!
1,@beautifulpirate maybe I can talk hubby into making some for breakfast tomorrow
1,I'm enjoying collecting all these demo versions of the songs from Brandy's album.
0,ok now I'm mad cuz I can't get &quot;walk slow&quot; by @c_hen!  I wanted 2 hear &quot; I keep a line of hoes&quot; when my phone rang! aw hell lol!
0,Aw I need to charge my mp3 player because the battery level is low
1,Back from the concert and subway with Eric. now i'm watching hockey and texting anna
1,ronnie's back in the world. HAY!
1,@rizmustafa the best part.. it lets you follow search terms.. i just followed whole commentary of pakistan match on #t20
0,@mcleodd Doesn't look like Tethering is supported by Vodacom either  GRRRR - From the Apple Help -  http://bit.ly/4cgRn
0,@RobbieBonham tough  i get the blind ones.. not fun.. especially when driving 4 kids to school!! thanks for the cake tips LOL
1,Finally! I just created my WordPress Blog. There's already a blog up on the Seattle Coffee Community  ... http://tinyurl.com/c5uufd
1,"@OrionStarLight3 And forever &amp; ever, you'll be my laughing buddy, LOL. &quot;Inhaler!&quot; Hahahaha."
0,@EyeFiCard boo...I thought being on the list meant it would be good to go  looks like i'll have to get a CF adapter for my dslr!
1,@andyclemmensen is makin u a fansite  almost done
1,@ilywithanou AWESOME! well have a blast!  im gunna miss u this summer! geeesh =/ deff cant wait till June 6th! and we can pick...
1,"@INDIGOLACE Yes, God is good!!   She got a sweeeeeet deal on it too!"
0,"This is the week I put my PowerBook G4 to rest.  Bittersweet, but new Macbook is only way I'll get anything done besides browse the Web."
1,it is now 2:10 in the morning and this is my 808th update
0,@amhartnett it rained all weekend and is supposed to be lovely tomorrow
0,Ã´i trá»?i Æ¡i... tháº¿ lÃ  mÃ¬nh láº¡i sáº¯p pháº£i Äi há»?c rá»i... mÃ  láº¡i há»?c cÃ¹ng lá»i tháº±ng L ... ná»¯a chá»©... cháº£ thÃ­ch tÃ½ nÃ o
0,@plus_mig come baaaaaaaaaaaaaaaack
0,@pluginbabyS No.  lol! But i caught up on my sleep though. =]
1,"@cfontenot We're ready, baby! Send the design!"
0,super delicious hot abs guy was not working out at the gym today  but LAURA AND ALEX WERE!! &quot;alex swims like a native american dolphin&quot;
1,I found out today that I am a legend.
0,has lost her voice and feels rough
1,@JewelStaite Many happy returns of the day
1,Need to get my errands done soon if I want to get some golf in today. Looks like the weather will cooperate
1,@heyitstanya i'll get you out of maryland... come to new york!
0,"Why the hell is FB running so slow?? I just don't understand. Like, its been this way for a week now. This is really blowin me"
1,@TDJensen chew 'em up and spit 'em out! go go go!
0,"Got the update: dude got 10 rounds shot at him obviously killing him. Seriously, I don't even want to b home right now"
